Salutation,
Snapshot_User__c,false
Snapshot_Users__c,
Source_source__c,
Status__c,Qualified
SystemModstamp,2015-04-08T04:18:26.000+0000
System_Email_Message_HTML__c,
System_Email_Message_Subject__c,
System_Email_Message__c,
Title,
Total_Users_A__c,0.0
Total_Users__c,0.0
Trial_Expires__c,
Trial_Started__c,
Trial_Value_C__c,0.0
Trial_to_Customer_Age__c,0.0
Universal_Lead_Source__c,Direct
User_IP__c,
VIP_Success_Contact__c,false
Valuable_Marketing_Concessions__c,
Verbally_Paid__c,false
Zuora_ID__c,
mkto2__Acquisition_Date__c,2015-03-23T14:29:06.000+0000
mkto2__Acquisition_Program_Id__c,1109.0
mkto2__Acquisition_Program__c,Google Apps Free Trial
mkto2__Inferred_City__c,
mkto2__Inferred_Company__c,
mkto2__Inferred_Country__c,
mkto2__Inferred_Metropolitan_Area__c,
mkto2__Inferred_Phone_Area_Code__c,
mkto2__Inferred_Postal_Code__c,
mkto2__Inferred_State_Region__c,
mkto2__Lead_Score__c,
mkto2__Original_Referrer__c,
mkto2__Original_Search_Engine__c,
mkto2__Original_Search_Phrase__c,
mkto2__Original_Source_Info__c,Web service API
mkto2__Original_Source_Type__c,Web service API
mkto_si__HideDate__c,
mkto_si__Last_Interesting_Moment_Date__c,2015-03-23T14:29:05.000+0000
mkto_si__Last_Interesting_Moment_Desc__c,Started a Free Trial of Google Apps
mkto_si__Last_Interesting_Moment_Source__c,Lead action
mkto_si__Last_Interesting_Moment_Type__c,Milestone
mkto_si__Last_Interesting_Moment__c,"<a href=""/apex/mkto_si__Contact_Full_List?view=IM&amp;id=0033200001vPlXd"" target=""_blank"">Milestone -- Started a Free Trial of Google Apps</a>"
mkto_si__Priority__c,0.0
mkto_si__Relative_Score_Value__c,
mkto_si__Relative_Score__c,"<img src=""https://app.marketo.com/images/icons/star0.png"" alt=""0"" border=""0""/>"
mkto_si__Sales_Insight__c,"<a href=""/apex/Contact_Full_List?id=0033200001vPlXd"" target=""_blank""><img src=""https://www.marketo.com/salesforce/images/applicationLink.png"" alt=""Sales Insight"" border=""0""/></a>"
mkto_si__Urgency_Value__c,0.0
mkto_si__Urgency__c,"<img src=""https://app.marketo.com/images/icons/fire0.png"" alt=""0"" border=""0""/>"
mkto_si__View_in_Marketo__c,"<a href=""/apex/mkto_si__Marketo_Lead_Detail?objType=Contact&amp;objId=0033200001vPlXd"" target=""_blank""><img src=""https://app.marketo.com/images/icons16/marketo16.png"" alt=""View in Marketo"" border=""0""/></a>"
qbdialer__Dials__c,0.0
qbdialer__LastCallTime__c,
qbdialer__ResponseTime__c,
qbdialer__TimeZoneSidKey__c,
Address,
City,
CleanedByJob,false
CleanedByUser,false
ContactId,0033200001vhgnfAAA
ContactStatusDataDotCom,
Country,
CreatedById,00560000002JT5cAAG
CreatedDate,2015-03-22T14:10:20.000+0000
DataDotComId,
Email,
FirstName,
Id,1CC32000009d8DXGAY
IsDeleted,false
IsDifferentCity,false
IsDifferentCountry,false
IsDifferentCountryCode,false
IsDifferentEmail,false
IsDifferentFirstName,false
IsDifferentLastName,false
IsDifferentPhone,false
IsDifferentPostalCode,false
IsDifferentState,false
IsDifferentStateCode,false
IsDifferentStreet,false
IsDifferentTitle,false
IsFlaggedWrongAddress,false
IsFlaggedWrongEmail,false
IsFlaggedWrongName,false
IsFlaggedWrongPhone,false
IsFlaggedWrongTitle,false
IsInactive,false
IsReviewedAddress,false
IsReviewedEmail,false
IsReviewedName,false
IsReviewedPhone,false
IsReviewedTitle,false
LastMatchedDate,2015-03-22T14:10:20.000+0000
LastModifiedById,00560000002JT5cAAG
LastModifiedDate,2015-03-22T14:10:20.000+0000
LastName,
LastStatusChangedById,00560000002JT5cAAG
LastStatusChangedDate,2015-03-22T14:10:20.000+0000
Latitude,
Longitude,
Name,0033200001vhgnf
Phone,
PostalCode,
State,
Street,
SystemModstamp,2015-03-22T14:10:20.000+0000
Title,
Body,Jennifer Hughes is the Cloud Sherpas Rep
CommentCount,0
ContentDescription,
ContentFileName,
ContentSize,0
ContentType,
CreatedById,005600000048SUaAAM
CreatedDate,2015-04-10T15:05:44.000+0000
Id,0D53200002dPX0UCAW
InsertedById,005600000048SUaAAM
IsDeleted,false
LastModifiedDate,2015-04-10T15:05:44.000+0000
LikeCount,0
LinkUrl,
ParentId,0033200001w3c5sAAA
RelatedRecordId,
SystemModstamp,2015-04-10T15:05:44.000+0000
Title,
Type,TextPost
AccountId,0016000000QgYdWAAV
ActivatedById,
ActivatedDate,
BillingAddress,"{""city""=>""Houston"", ""country""=>""United States"", ""countryCode""=>nil, ""geocodeAccuracy""=>nil, ""latitude""=>nil, ""longitude""=>nil, ""postalCode""=>""77002"", ""state""=>""TX"", ""stateCode""=>nil, ""street""=>""1322 Leeland St""}"
BillingCity,Houston
BillingCountry,United States
BillingLatitude,
BillingLongitude,
BillingPostalCode,77002
BillingState,TX
BillingStreet,1322 Leeland St
CompanySignedDate,
CompanySignedId,
ContractNumber,00000101
ContractTerm,12
CreatedById,00560000001N7ADAA0
CreatedDate,2010-10-12T20:43:14.000+0000
CustomerSignedDate,2010-08-11
CustomerSignedId,0036000000xyD72AAE
CustomerSignedTitle,CEO
Description,
EndDate,2011-09-07
Id,80060000000fBYeAAM
IsDeleted,false
LastActivityDate,
LastApprovedDate,
LastModifiedById,00560000001N7ADAA0
LastModifiedDate,2011-04-06T14:32:41.000+0000
LastReferencedDate,2012-02-06T00:07:59.000+0000
LastViewedDate,2012-02-06T00:07:59.000+0000
OwnerExpirationNotice,
OwnerId,00560000001N7ADAA0
ShippingAddress,"{""city""=>""Houston"", ""country""=>""United States"", ""countryCode""=>nil, ""geocodeAccuracy""=>nil, ""latitude""=>nil, ""longitude""=>nil, ""postalCode""=>""77002"", ""state""=>""TX"", ""stateCode""=>nil, ""street""=>""1322 Leeland St""}"
ShippingCity,Houston
ShippingCountry,United States
ShippingLatitude,
ShippingLongitude,
ShippingPostalCode,77002
ShippingState,TX
ShippingStreet,1322 Leeland St
SpecialTerms,
StartDate,2010-09-08
Status,Draft
StatusCode,Draft
SystemModstamp,2011-04-06T14:32:41.000+0000
CreatedById,00560000002JT5cAAG
CreatedDate,2015-08-24T19:24:13.000+0000
DataDotComKey,56538477
DatacloudEntityType,0
Id,09O32000000yoh4EAA
IsDeleted,false
LastModifiedById,00560000002JT5cAAG
LastModifiedDate,2015-08-24T19:24:13.000+0000
Name,OE-00000240
PurchaseType,0
PurchaseUsageId,09F32000000U3XpEAK
SystemModstamp,2015-08-24T19:24:13.000+0000
UserId,00560000002JT5cAAG
CreatedById,00560000002JT5cAAG
CreatedDate,2015-03-22T14:10:20.000+0000
DatacloudEntityType,0
Description,
Id,09F320000005odlEAA
IsDeleted,false
LastModifiedById,00560000002JT5cAAG
LastModifiedDate,2015-03-22T14:10:20.000+0000
Name,US-00000055
PurchaseType,0
SystemModstamp,2015-03-22T14:10:20.000+0000
Usage,2.0
UserId,00560000002JT5cAAG
UserType,0
AuthorId,005600000033yy9AAA
BodyLength,3546
ContentType,image/png
CreatedById,005600000033yy9AAA
CreatedDate,2015-06-11T14:09:36.000+0000
Description,
DeveloperName,Datto_Backupify_Logo
FolderId,00l600000016qEQAAY
Id,01532000000xn5hAAA
IsBodySearchable,false
IsDeleted,false
IsInternalUseOnly,false
IsPublic,false
Keywords,
LastModifiedById,005600000033yy9AAA
LastModifiedDate,2015-06-11T14:09:36.000+0000
LastReferencedDate,2015-11-06T18:50:16.000+0000
LastViewedDate,2015-11-06T18:50:16.000+0000
Name,Datto_Backupify_Logo
NamespacePrefix,
SystemModstamp,2015-06-11T14:09:36.000+0000
Type,png
Url,
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T21:10:42.000+0000
DupeDive__Description__c,"Sound the alarm, ready your rifle, duplicates are taking over the database!"
DupeDive__Image__c,cloneArmy
DupeDive__Scan_Result__c,a0j60000000f0HAAAY
Id,a0O600000046pu3EAA
IsDeleted,false
LastModifiedById,00560000001OWmJAAW
LastModifiedDate,2012-11-17T21:10:42.000+0000
Name,Clone Army Award
SystemModstamp,2012-11-17T21:10:42.000+0000
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T19:24:33.000+0000
DupeDive__Dupe_Group__c,a0g60000002KXbiAAG
DupeDive__Lead__c,00Q6000000hKG5gEAG
Id,a0P60000004O1BgEAK
IsDeleted,false
LastModifiedById,00560000001PYIBAA4
LastModifiedDate,2013-08-12T16:57:57.000+0000
Name,0
SystemModstamp,2013-08-12T16:57:57.000+0000
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T19:24:32.000+0000
DupeDive__Member_Count__c,2.0
DupeDive__Scan_Result__c,a0j60000000f0HAAAY
Id,a0g60000002KXbiAAG
IsDeleted,false
LastModifiedById,00560000001OWmJAAW
LastModifiedDate,2012-11-17T19:24:33.000+0000
Name,0
SystemModstamp,2012-11-17T19:24:33.000+0000
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T19:24:34.000+0000
DupeDive__Increment__c,
DupeDive__Scan_Result__c,a0j60000000f0HAAAY
DupeDive__Stat_Type__c,Status
DupeDive__Tally__c,14949.0
DupeDive__Upsert_Key__c,a0j60000000f0HAAAY_Status_Open
Id,a0h6000000BEtJJAA1
IsDeleted,false
LastModifiedById,00560000001OWmJAAW
LastModifiedDate,2012-11-17T21:10:18.000+0000
Name,Open
SystemModstamp,2012-11-17T21:10:18.000+0000
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T21:10:42.000+0000
DupeDive__Factoid__c,More of your organization's duplicate leads are owned by user Backupify Reports than any other user or queue. (13530 of 16059 duplicates)
DupeDive__Scan_Result__c,a0j60000000f0HAAAY
Id,a0i60000000ab8AAAQ
IsDeleted,false
LastModifiedById,00560000001OWmJAAW
LastModifiedDate,2012-11-17T21:10:42.000+0000
Name,Factoid 0
SystemModstamp,2012-11-17T21:10:42.000+0000
CreatedById,00560000001OWmJAAW
CreatedDate,2012-11-17T19:24:26.000+0000
DupeDive__Batch_Id__c,7076000000OkeaeAAB
DupeDive__Created_Month_Tallies__c,"139,202,222,240,142,253,174,331,38,36,39,12851,"
DupeDive__Dupe_Count__c,16059.0
DupeDive__Dupe_Percentage__c,13.26
DupeDive__Edition__c,Enterprise Edition
DupeDive__Group_Count__c,5629.0
DupeDive__Is_Sandbox__c,false
DupeDive__Lead_Count__c,121133.0
DupeDive__Overall_State__c,Severe
DupeDive__Overlaps__c,10.0
DupeDive__Scan_Completed__c,2012-11-17T21:10:42.000+0000
DupeDive__Scan_Started__c,2012-11-17T19:24:26.000+0000
DupeDive__Server__c,na4
DupeDive__Status__c,Completed
Id,a0j60000000f0HAAAY
IsDeleted,false
LastModifiedById,00560000001OWmJAAW
LastModifiedDate,2012-11-17T21:10:42.000+0000
Name,0
OwnerId,00560000001OWmJAAW
SystemModstamp,2012-11-17T21:10:42.000+0000
AuthorizedSenders,mmcpherson@datto.com
CreatedById,00532000004k3ddAAA
CreatedDate,2015-04-01T13:56:22.000+0000
EmailDomainName,u-1dz5r8izo2tcg3euj5yidn9zqerrzlmt0uvns2ag740586093m.6-jckqeak.na26.le.salesforce.com
FunctionId,09160000000GmwjAAC
Id,093320000000OMLAA2
IsActive,true
LastModifiedById,00532000004k3ddAAA
LastModifiedDate,2015-04-01T13:56:22.000+0000
LocalPart,emailtosalesforce
RunAsUserId,00532000004k3ddAAA
SystemModstamp,2015-04-01T13:56:22.000+0000
AddressInactiveAction,1
ApexClassId,
AttachmentOption,3
AuthenticationFailureAction,2
AuthorizationFailureAction,1
AuthorizedSenders,
CreatedById,00560000001N7ADAA0
CreatedDate,2010-10-20T12:57:30.000+0000
ErrorRoutingAddress,
FunctionInactiveAction,1
FunctionName,EmailToSalesforce
Id,09160000000GmwjAAC
IsActive,true
IsAuthenticationRequired,false
IsErrorRoutingEnabled,false
IsTextAttachmentsAsBinary,false
IsTlsRequired,false
LastModifiedById,00560000001N7ADAA0
LastModifiedDate,2010-12-20T20:08:02.000+0000
OverLimitAction,1
SystemModstamp,2010-12-20T20:08:02.000+0000
ApiVersion,
Body,"New CPL Feedback from Sales

Feedback from {!Lead.OwnerFullName}:

CPL Disqualified Reason (Pick List): {!Lead.CPL_Disqualified_Reason__c}

General CPL Feedback: {!Lead.General_CPL_Feedback__c}


Lead Information:

First Name: {!Lead.FirstName}
Last Name: {!Lead.LastName}
Email: {!Lead.Email}
Job Role: {!Lead.Job_Role__c}
Company Name: {!Lead.Company}
Company Size: {!Lead.Company_Size_by_Number_of_Employees__c}
Industry: {!Lead.Industry}
Country: {!Lead.Country}
State/Province: {!Lead.State}


Link to the Lead in SFDC: {!Lead.Link}"
BrandTemplateId,01660000000PwJxAAK
CreatedById,005600000033yy9AAA
CreatedDate,2015-04-22T19:13:51.000+0000
Description,
DeveloperName,CPL_Feedback
Encoding,ISO-8859-1
FolderId,00l320000028Ts9AAE
HtmlValue,"<table height=""400"" width=""550"" cellpadding=""5"" border=""0"" cellspacing=""5"" >
<tr height=""400"" valign=""top"" >
<td style="" color:#000000; font-size:12pt; background-color:#FFFFFF; font-family:arial; bLabel:main; bEditID:r3st1;"" tEditID=""c1r1"" locked=""0"" aEditID=""c1r1"" >
<![CDATA[<b style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><u>New CPL Feedback from Sales</u></b><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><b><br></b></div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">Feedback from {!Lead.OwnerFullName}:</div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><ul><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><span style=""font-size: 12pt;"">CPL Disqualified Reason (Pick List):&nbsp;{!Lead.CPL_Disqualified_Reason__c}<br><br></span></li><li><span style=""font-family: arial; font-size: 12pt;"">General CPL Feedback:&nbsp;{!Lead.General_CPL_Feedback__c}</span></li></ul></div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><br></div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">Lead Information:</div><div><ul><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><span style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">First Name:&nbsp;</span><font face=""arial"">{!Lead.FirstName}</font></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><font face=""arial"">Last Name:&nbsp;{!Lead.LastName}</font></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><font face=""arial"">Email:&nbsp;{!Lead.Email}</font></li><li><font face=""arial"" style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">Role:&nbsp;</font><font face=""arial"">{!Lead.Role__c}</font></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><span style=""font-size: 12pt;"">Company Name:&nbsp;{!Lead.Company}</span></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><span style=""font-size: 12pt;"">Company Size: {!Lead.Company_Size_by_Number_of_Employees__c}</span></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><span style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">Industry:&nbsp;</span><font face=""arial"">{!Lead.Industry}</font></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><font face=""arial"">Country:&nbsp;{!Lead.Country}</font></li><li style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><font face=""arial"">State/Province:&nbsp;{!Lead.State}</font></li></ul><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><font face=""arial""><br></font></div></div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;"">Link to the Lead in SFDC:&nbsp;{!Lead.Link}</div><div style=""color: rgb(0, 0, 0); font-family: arial; font-size: 12pt;""><br></div>]]></td>
</tr>
</table>"
Id,00X32000004up0oEAA
IsActive,true
LastModifiedById,005600000033yy9AAA
LastModifiedDate,2015-04-22T19:52:25.000+0000
LastUsedDate,
Markup,
Name,CPL Feedback
NamespacePrefix,
OwnerId,005600000033yy9AAA
Subject,New CPL Feedback from {!Lead.LeadSource} / {!Lead.Link}
SystemModstamp,2015-10-29T20:05:52.000+0000
TemplateStyle,freeForm
TemplateType,html
TimesUsed,
CreatedById,005600000048SUaAAM
CreatedDate,2015-08-27T15:04:39.000+0000
Id,0E83200000A1MUiCAN
IsDeleted,false
ParentId,0013200001BDho8AAD
SubscriberId,00560000001OehYAAS
AccountId,0013200001BDIOPAA5
ActivityDate,2015-08-25
ActivityDateTime,2015-08-25T21:00:00.000+0000
CS_Date_Completed__c,
CreatedById,00560000004dFNgAAM
CreatedDate,2015-08-20T19:04:49.000+0000
Demo_Date_Completed__c,2015-08-25
Demo_Sheet_Received__c,true
Description,
DurationInMinutes,60
EndDateTime,2015-08-25T22:00:00.000+0000
Event_Status__c,Completed
Event_Type__c,Demo
GroupEventType,
Id,00U3200000QbjsNEAR
IsAllDayEvent,false
IsArchived,false
IsChild,false
IsDeleted,false
IsGroupEvent,false
IsPrivate,false
IsRecurrence,false
IsReminderSet,true
LastModifiedById,00560000003dtmtAAA
LastModifiedDate,2015-08-31T12:05:56.000+0000
Location,
OwnerId,00560000004dFNgAAM
Post_Sales_Activity__c,
RecurrenceActivityId,
RecurrenceDayOfMonth,
RecurrenceDayOfWeekMask,
RecurrenceEndDateOnly,
RecurrenceInstance,
RecurrenceInterval,
RecurrenceMonthOfYear,
RecurrenceStartDateTime,
RecurrenceTimeZoneSidKey,
RecurrenceType,
ReminderDateTime,2015-08-25T20:45:00.000+0000
ShowAs,Busy
StartDateTime,2015-08-25T21:00:00.000+0000
Subject,Backupify Salesforce Demo - OutboundEngine
SystemModstamp,2015-10-21T05:44:03.000+0000
Tech_Rec__c,false
Technical_Demo_Run_By__c,Joe Ochs
Type,
WhatId,0063200001cxi21AAA
WhoId,
qbdialer__CallRecordingURL__c,
qbdialer__Call_Date_Time__c,
qbdialer__Call_Dial_Number__c,
qbdialer__Call_Hour__c,
qbdialer__Call_Lead_Status__c,
qbdialer__Call_Ring_Time__c,
qbdialer__Call_Time_Zone__c,
qbdialer__Callback_Date_Time__c,
qbdialer__ImpressionId__c,
qbdialer__SMSReminder__c,false
CreatedById,00560000002HJZLAA4
CreatedDate,2015-08-20T21:09:49.000+0000
EventId,00U3200000QbyHDEAZ
Id,0RE32000006wOHkGAM
IsDeleted,false
LastModifiedById,00560000002HJZLAA4
LastModifiedDate,2015-08-29T08:19:24.000+0000
RelationId,0033200001xdPDrAAM
RespondedDate,
Response,
Status,New
SystemModstamp,2015-08-29T08:19:24.000+0000
Amount_of_Time_Spent__c,
Conselltant_s_Notes__c,"We did not need to add another phone number field, but instead, mapped the second phone number to the ""Alt. Phone"" field on the lead page layout."
CreatedById,00560000001NQL5AAO
CreatedDate,2012-07-06T17:49:43.000+0000
Date_Completed__c,2012-07-09
Date_Due__c,2012-07-09
Estimated_Completion_Date__c,
FRS__Assigned_Priority__c,
FRS__Case__c,
FRS__Category__c,
FRS__Completed__c,
FRS__Cost_Dollars__c,
FRS__Cost_Time__c,
FRS__Enhancement_Summary__c,
FRS__Feature_Description__c,add another phone number
FRS__Feature_Subject__c,test
FRS__Impact__c,
FRS__Planned__c,
FRS__Release__c,
FRS__Request_Origin__c,Marketing
FRS__Request_Priority__c,Medium
FRS__RequestedbyUser__c,
FRS__Status__c,Completed
FRS__System__c,Salesforce.com
FRS__Type__c,Add new functionality
FRS__User__c,
Id,a0X600000038fBlEAI
IsDeleted,false
LastActivityDate,
LastModifiedById,00560000001NQL5AAO
LastModifiedDate,2012-07-12T19:30:21.000+0000
LastReferencedDate,
LastViewedDate,
Name,Append Zoominfo 2nd number
OwnerId,00560000001NQL5AAO
RecordTypeId,01260000000UI9qAAG
Requested_By__c,Mark Feldman
SystemModstamp,2012-07-12T19:30:21.000+0000
BestCommentId,
Body,F/U 4/1
CommentCount,0
ContentDescription,
ContentFileName,
ContentSize,0
ContentType,
CreatedById,005600000048SUaAAM
CreatedDate,2015-03-26T12:52:08.000+0000
HasContent,false
HasLink,false
Id,0D53200002bsz2ECAQ
InsertedById,005600000048SUaAAM
IsDeleted,false
LastEditById,
LastEditDate,
LastModifiedDate,2015-03-26T12:52:08.000+0000
LikeCount,0
LinkUrl,
ParentId,00Q60000018XcysEAC
RelatedRecordId,
Revision,1
SystemModstamp,2015-03-26T12:52:08.000+0000
Title,
Type,TextPost
Description,
EndDate,2014-12-31
Id,02232000000Gvz3AAC
IsStandardYear,true
Name,2014
PeriodId,02632000001AUvRAAW
PeriodLabelScheme,StandardMonths
PeriodPrefix,Period
QuarterLabelScheme,NumberByYear
QuarterPrefix,Quarter
StartDate,2014-01-01
SystemModstamp,2015-10-23T20:31:56.000+0000
WeekLabelScheme,NumberByYear
WeekStartDay,
YearType,Standard
AccessType,Public
CreatedById,00532000004k3ddAAA
CreatedDate,2015-09-01T18:12:21.000+0000
DeveloperName,Channel_Operations_2015
Id,00l32000001EQ5xAAG
IsReadonly,true
LastModifiedById,00532000004k3ddAAA
LastModifiedDate,2015-09-01T18:12:21.000+0000
Name,Channel Operations 2015
NamespacePrefix,
SystemModstamp,2015-09-01T18:12:21.000+0000
Type,Report
CreatedById,00560000001PYIBAA4
CreatedDate,2012-11-08T18:18:41.000+0000
Id,a0N60000001XvogEAC
IsDeleted,false
LastModifiedById,00560000001PYIBAA4
LastModifiedDate,2012-11-08T18:18:41.000+0000
Name,a0N60000001Xvog
SetupOwnerId,00D60000000JcKqEAK
SystemModstamp,2012-11-08T18:18:41.000+0000
TrialEndDateNumberOfDays__c,15.0
CreatedById,005600000047ugcAAA
CreatedDate,2015-04-23T18:44:04.000+0000
Id,098320000008hlVAAQ
IsDeleted,false
LastModifiedById,005600000047ugcAAA
LastModifiedDate,2015-04-23T18:44:04.000+0000
Name,Roadmap Call with Cision/Follow-up on Issues
OwnerId,005600000047ugcAAA
ParentId,00160000018hp86AAA
SystemModstamp,2015-04-23T18:44:04.000+0000
Url,https://docs.google.com/document/d/1jTnq2_nzQV1mZ7TvRVdMu_g6WWLCWEcObYOsVvXhPlM/edit#
CreatedById,005600000033yy9AAA
CreatedDate,2015-07-02T13:17:19.000+0000
DeveloperName,LeanData_Routing_Queue
DoesIncludeBosses,true
DoesSendEmailToMembers,false
Email,
Id,00G320000032z1pEAA
LastModifiedById,005600000033yy9AAA
LastModifiedDate,2015-07-02T13:17:19.000+0000
Name,LeanData Routing Queue
OwnerId,005600000033yy9AAA
RelatedId,
SystemModstamp,2015-07-02T13:17:19.000+0000
Type,Queue
GroupId,00G60000002hsDHEAY
Id,011320000008eFyAAI
SystemModstamp,2015-09-08T19:26:39.000+0000
UserOrGroupId,00532000003tTUaAAM
CreatedDate,2012-06-05T12:56:41.000+0000
HashtagCount,1
Id,0hd60000000Cn9LAAS
Name,MoreReviews
NameNorm,morereviews
SystemModstamp,2012-07-05T13:00:21.000+0000
CreatedById,00560000002IW9iAAG
CreatedDate,2015-10-11T04:00:23.000+0000
IS2LeadTraj__Key__c,prevMonthData
IS2LeadTraj__ValueText__c,"[[1443657600000,46],[1443744000000,78],[1443830400000,136],[1443916800000,174],[1444003200000,189],[1444089600000,199],[1444176000000,216],[1444262400000,253],[1444348800000,297],[1444435200000,392],[1444521600000,476],[1444608000000,520],[1444694400000,529],[1444780800000,564],[1444867200000,627],[1444953600000,664],[1445040000000,704],[1445126400000,731],[1445212800000,739],[1445299200000,745],[1445385600000,778],[1445472000000,833],[1445558400000,945],[1445644800000,974],[1445731200000,1953],[1445817600000,1957],[1445904000000,1961],[1445990400000,1985],[1446076800000,2026],[1446163200000,6147],[1446249600000,6147],]"
IS2LeadTraj__Value__c,
Id,a0k32000009vv33AAA
IsDeleted,false
LastModifiedById,00560000002IW9iAAG
LastModifiedDate,2015-10-11T04:00:23.000+0000
Name,a0k32000009vv33
OwnerId,00560000002IW9iAAG
SystemModstamp,2015-10-11T04:00:23.000+0000
Body,Follow the instructions here to add more users.   This way more people can vote on these ideas and you can hear feedback from others.
Categories,Salesforce Trial
CommunityId,09a60000000HXnvAAG
CreatedById,00560000001N7ADAA0
CreatedDate,2010-10-12T20:43:14.000+0000
CreatorFullPhotoUrl,https://c.na26.content.force.com/profilephoto/005/F
CreatorName,Backupify User
CreatorSmallPhotoUrl,https://c.na26.content.force.com/profilephoto/005/T
Id,08760000000PGFjAAO
IsDeleted,false
IsHtml,true
IsMerged,false
LastCommentDate,
LastCommentId,
LastModifiedById,00560000001N7ADAA0
LastModifiedDate,2010-10-12T20:43:14.000+0000
LastReferencedDate,
LastViewedDate,
NumComments,0
ParentIdeaId,
RecordTypeId,01260000000IHCAAA4
Status,
SystemModstamp,2010-10-12T20:43:14.000+0000
Title,Add more users to this trial
VoteScore,0.0
VoteTotal,10.0
Action_Timestamp__c,
Address,"{""city""=>nil, ""country""=>""United Kingdom"", ""countryCode""=>nil, ""geocodeAccuracy""=>nil, ""latitude""=>nil, ""longitude""=>nil, ""postalCode""=>nil, ""state""=>nil, ""stateCode""=>nil, ""street""=>nil}"
Admin_in_BASS__c,false
Alt_Email__c,
Alt_Phone__c,
AnnualRevenue,
Are_you_currently_using_Google_Apps__c,false
Asana_Interest__c,false
Asset_Requested__c,
BASS_Reason_Code__c,
BASS_Subscription_Id__c,
BDR_Round_Robin_ID__c,1.0
BackupifyId__c,
Basecamp_Interest__c,false
Box_Interest__c,false
Business_Need_for_Backupify__c,
CPL_Disqualified_Reason__c,
Called_Timestamp__c,2015-03-22T14:15:59.000+0000
Called__c,true
CampaignID__c,
Campaign_Source__c,Delete-Gapps-user
City,
Cold_Lead_Accuracy__c,6.0
Company,ASI
CompanyDunsNumber,
CompanySize_Seats__c,
Company_Size_by_Number_of_Employees__c,26 - 50
Concur_Interest__c,false
Contact_Us_Info__c,"I&#039;ve been trying to sign up to Backupify Snapshot Tool. But it keeps displaying error message every time. I&#039;ve tried restarting browser, different browsers, restarting OS. None works. Please advise what to do."
ConvertedAccountId,
ConvertedContactId,
ConvertedDate,
ConvertedOpportunityId,
Converted_Date__c,
Country,United Kingdom
CreatedById,00560000001PYIBAA4
CreatedDate,2015-03-22T14:15:58.000+0000
CreatedMonth__c,2015-03-01
Created_from_Lead__c,false
Currently_In_a_GAPPS_Trial__c,false
Currently_in_a_SFDC_Trial__c,false
Data__c,
Date_Credit_Received__c,
Date_Sent_Back_to_Vendor__c,
Date_Sent_to_ISR__c,
Deal_Registration_Status__c,
Demand_Funnel_Stage__c,Disqualified
Description,
Disposition__c,
Disqual_Archive_Reason_Other__c,
Disqual_Reason__c,
Do_Not_Market__c,false
Do_Not_Pass_to_ISR__c,false
Domain_Owner__c,false
Domain_Users__c,49.0
DropBox_Interest__c,false
Egnyte_Interest__c,false
Email,angie@theasi.co
EmailBouncedDate,
EmailBouncedReason,
Email_Validation__c,
Employee_Range__c,
Estimated_Close_Date__c,
FA_Code__c,
FA_Comment__c,
FirstName,Angie
First_Engagement_Asset__c,
First_Engagement_Type__c,
FreeSpace_Use_Date__c,
FreeSpace_Users__c,
Future_product__c,
GAPPS_Backup_Interest__c,false
GAPPS_Backup_Last_Updated_By_BASS__c,
GAPPS_Churn_Date__c,
GAPPS_Churn__c,false
GAPPS_Number_of_Users_Being_Backed_Up__c,
GAPPS_Paid_Start_Date__c,
GAPPS_Paid__c,false
GAPPS_Reseller_ID__c,
GAPPS_Total_Storage__c,
GA_Users__c,
General_CPL_Feedback__c,
GitHub_Interest__c,false
Google_Apps_Plan_ID__c,
Google_Apps_Trial_End_Date__c,
Google_Apps_Trial_Start_Date__c,
Google_Apps_User__c,
Google_Apps__c,theasi.co
